,Game ID,Game Event ID,Player ID,Player Name,Team ID,Team Name,Period,Minutes Remaining,Seconds Remaining,Action Type,Shot Type,Shot Zone Basic,Shot Zone Area,Shot Zone Range,Shot Distance,X Location,Y Location,Shot Made Flag,Game Date,Home Team,Away Team,Season Type
1932934,20700011,21,201142,Kevin Durant,1610612760,Seattle SuperSonics,1,10,0,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-54,261,0,20071031,DEN,SEA,Regular Season
1932935,20700011,36,201142,Kevin Durant,1610612760,Seattle SuperSonics,1,8,27,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,13,94,0,20071031,DEN,SEA,Regular Season
1932936,20700011,39,201142,Kevin Durant,1610612760,Seattle SuperSonics,1,8,14,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-149,51,0,20071031,DEN,SEA,Regular Season
1932937,20700011,82,201142,Kevin Durant,1610612760,Seattle SuperSonics,1,4,31,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20071031,DEN,SEA,Regular Season
1932938,20700011,92,201142,Kevin Durant,1610612760,Seattle SuperSonics,1,3,11,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20071031,DEN,SEA,Regular Season
1932939,20700011,142,201142,Kevin Durant,1610612760,Seattle SuperSonics,2,11,43,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-136,20,0,20071031,DEN,SEA,Regular Season
1932940,20700011,161,201142,Kevin Durant,1610612760,Seattle SuperSonics,2,10,3,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,5,245,1,20071031,DEN,SEA,Regular Season
1932941,20700011,184,201142,Kevin Durant,1610612760,Seattle SuperSonics,2,7,55,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20071031,DEN,SEA,Regular Season
1932942,20700011,186,201142,Kevin Durant,1610612760,Seattle SuperSonics,2,7,43,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20071031,DEN,SEA,Regular Season
1932943,20700011,195,201142,Kevin Durant,1610612760,Seattle SuperSonics,2,6,59,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-243,2,0,20071031,DEN,SEA,Regular Season
1932944,20700011,210,201142,Kevin Durant,1610612760,Seattle SuperSonics,2,5,48,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-200,163,0,20071031,DEN,SEA,Regular Season
1932945,20700011,212,201142,Kevin Durant,1610612760,Seattle SuperSonics,2,5,46,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,21,72,0,20071031,DEN,SEA,Regular Season
1932946,20700011,246,201142,Kevin Durant,1610612760,Seattle SuperSonics,2,3,59,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,6,84,0,20071031,DEN,SEA,Regular Season
1932947,20700011,255,201142,Kevin Durant,1610612760,Seattle SuperSonics,2,3,10,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-148,219,0,20071031,DEN,SEA,Regular Season
1932948,20700011,307,201142,Kevin Durant,1610612760,Seattle SuperSonics,3,11,14,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,171,184,0,20071031,DEN,SEA,Regular Season
1932949,20700011,315,201142,Kevin Durant,1610612760,Seattle SuperSonics,3,10,34,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,151,141,1,20071031,DEN,SEA,Regular Season
1932950,20700011,347,201142,Kevin Durant,1610612760,Seattle SuperSonics,3,6,34,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20071031,DEN,SEA,Regular Season
1932951,20700011,429,201142,Kevin Durant,1610612760,Seattle SuperSonics,4,11,24,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,11,71,0,20071031,DEN,SEA,Regular Season
1932952,20700011,434,201142,Kevin Durant,1610612760,Seattle SuperSonics,4,10,20,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-69,146,1,20071031,DEN,SEA,Regular Season
1932953,20700011,457,201142,Kevin Durant,1610612760,Seattle SuperSonics,4,8,16,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,223,61,1,20071031,DEN,SEA,Regular Season
1932954,20700011,464,201142,Kevin Durant,1610612760,Seattle SuperSonics,4,7,15,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-107,18,0,20071031,DEN,SEA,Regular Season
1932955,20700011,484,201142,Kevin Durant,1610612760,Seattle SuperSonics,4,5,52,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20071031,DEN,SEA,Regular Season
1932956,20700014,14,201142,Kevin Durant,1610612760,Seattle SuperSonics,1,10,55,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,17,1,20071101,SEA,PHX,Regular Season
1932957,20700014,21,201142,Kevin Durant,1610612760,Seattle SuperSonics,1,10,8,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-80,238,0,20071101,SEA,PHX,Regular Season
1932958,20700014,48,201142,Kevin Durant,1610612760,Seattle SuperSonics,1,7,39,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20071101,SEA,PHX,Regular Season
1932959,20700014,60,201142,Kevin Durant,1610612760,Seattle SuperSonics,1,6,33,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-159,138,1,20071101,SEA,PHX,Regular Season
1932960,20700014,66,201142,Kevin Durant,1610612760,Seattle SuperSonics,1,5,36,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-181,191,0,20071101,SEA,PHX,Regular Season
1932961,20700014,81,201142,Kevin Durant,1610612760,Seattle SuperSonics,1,4,40,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-2,146,0,20071101,SEA,PHX,Regular Season
1932962,20700014,85,201142,Kevin Durant,1610612760,Seattle SuperSonics,1,4,14,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20071101,SEA,PHX,Regular Season
1932963,20700014,148,201142,Kevin Durant,1610612760,Seattle SuperSonics,2,9,49,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,97,3,0,20071101,SEA,PHX,Regular Season
1932964,20700014,164,201142,Kevin Durant,1610612760,Seattle SuperSonics,2,9,2,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,-11,1,20071101,SEA,PHX,Regular Season
1932965,20700014,203,201142,Kevin Durant,1610612760,Seattle SuperSonics,2,5,43,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,102,243,0,20071101,SEA,PHX,Regular Season
1932966,20700014,223,201142,Kevin Durant,1610612760,Seattle SuperSonics,2,4,12,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,0,51,1,20071101,SEA,PHX,Regular Season
1932967,20700014,231,201142,Kevin Durant,1610612760,Seattle SuperSonics,2,3,33,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,182,3,1,20071101,SEA,PHX,Regular Season
1932968,20700014,236,201142,Kevin Durant,1610612760,Seattle SuperSonics,2,2,45,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-3,66,0,20071101,SEA,PHX,Regular Season
1932969,20700014,243,201142,Kevin Durant,1610612760,Seattle SuperSonics,2,2,3,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,1,199,1,20071101,SEA,PHX,Regular Season
1932970,20700014,281,201142,Kevin Durant,1610612760,Seattle SuperSonics,3,10,41,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,20071101,SEA,PHX,Regular Season
1932971,20700014,307,201142,Kevin Durant,1610612760,Seattle SuperSonics,3,8,24,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-97,155,0,20071101,SEA,PHX,Regular Season
1932972,20700014,319,201142,Kevin Durant,1610612760,Seattle SuperSonics,3,7,27,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-143,18,1,20071101,SEA,PHX,Regular Season
1932973,20700014,346,201142,Kevin Durant,1610612760,Seattle SuperSonics,3,5,54,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,20071101,SEA,PHX,Regular Season
1932974,20700014,349,201142,Kevin Durant,1610612760,Seattle SuperSonics,3,5,32,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,133,146,0,20071101,SEA,PHX,Regular Season
1932975,20700014,467,201142,Kevin Durant,1610612760,Seattle SuperSonics,4,7,31,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,153,199,0,20071101,SEA,PHX,Regular Season
1932976,20700014,477,201142,Kevin Durant,1610612760,Seattle SuperSonics,4,6,47,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-15,97,0,20071101,SEA,PHX,Regular Season
1932977,20700014,504,201142,Kevin Durant,1610612760,Seattle SuperSonics,4,4,15,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,130,49,1,20071101,SEA,PHX,Regular Season
1932978,20700014,507,201142,Kevin Durant,1610612760,Seattle SuperSonics,4,3,44,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-15,253,1,20071101,SEA,PHX,Regular Season
1932979,20700036,8,201142,Kevin Durant,1610612760,Seattle SuperSonics,1,10,38,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,148,132,1,20071104,LAC,SEA,Regular Season
